Egg Number,Width,Height,Egg Shape Index,Sphericity,Eccentricity,Sex
463,1079,751,0.6960148285,0.4495667813,0.7180274079,0
464,1029,758,0.7366375121,0.5329668893,0.6762877906,0
465,1004,758,0.7549800797,0.5737797475,0.6557477253,0
466,1003,766,0.7637088734,0.5939121999,0.6455608079,0
467,1060,768,0.7245283019,0.5071130665,0.6892450506,0
468,1041,755,0.7252641691,0.5086597845,0.6884706857,0
469,1039,762,0.7333974976,0.525965197,0.6798000519,0
470,953,757,0.7943336831,0.6682633957,0.6074816869,1
471,1098,766,0.6976320583,0.4527078499,0.7164562173,0
472,962,722,0.7505197505,0.5636702493,0.6608480189,0
473,1008,752,0.746031746,0.5536185864,0.6659103798,0
474,1023,759,0.7419354839,0.5445492487,0.6704712803,0
475,1034,755,0.7301740812,0.5190604934,0.6832611588,0
476,1028,743,0.7227626459,0.5034146315,0.6910963447,0
477,1027,749,0.729308666,0.517217081,0.6841848213,0
478,986,733,0.7434077079,0.5477973358,0.6688385305,0
479,1031,769,0.7458777886,0.5532759087,0.6660828211,0
480,1042,755,0.7245681382,0.507196718,0.6892031726,0
481,1032,779,0.7548449612,0.5734717354,0.6559032585,0
482,945,752,0.7957671958,0.6718879199,0.6056026504,1
483,1083,752,0.6943674977,0.4463822208,0.7196205793,0
484,1041,745,0.7156580211,0.4887146595,0.698450855,0
485,1029,745,0.7240038873,0.5060127158,0.689795891,0
486,1005,735,0.7313432836,0.5215579487,0.6820095319,0
487,1016,734,0.7224409449,0.5027427223,0.6914326295,0
488,1007,738,0.7328699106,0.5248309166,0.6803687927,0
489,1011,757,0.7487636004,0.5597226844,0.6628371374,0
490,944,769,0.8146186441,0.7207784161,0.5799969524,1
491,1084,731,0.6743542435,0.4088867344,0.7384079863,0
492,1011,758,0.7497527201,0.5619438036,0.6617181112,0
493,1049,775,0.7387988561,0.5376719492,0.6739259976,0
494,982,754,0.7678207739,0.6035570273,0.640664701,1
495,998,766,0.7675350701,0.6028835328,0.6410069548,1
496,1004,729,0.7260956175,0.5104111854,0.6875937421,0
497,1050,792,0.7542857143,0.5721980641,0.6565463131,0
498,985,750,0.7614213198,0.5885912957,0.6482573361,0
499,1076,710,0.6598513011,0.3830689654,0.7513962073,0
500,1025,741,0.7229268293,0.5037577776,0.6909245976,0
501,1040,758,0.7288461538,0.5162336804,0.6846775037,0
502,986,752,0.7626774848,0.5915092133,0.646778984,0
503,1057,750,0.7095553453,0.4763186264,0.7046497087,0
504,1083,781,0.7211449677,0.5000419825,0.6927841912,0
505,1019,748,0.7340529931,0.5273767484,0.6790921906,0
506,975,749,0.7682051282,0.6044638634,0.6402037808,1
507,1045,742,0.7100478469,0.4773111516,0.7041534315,0
508,979,733,0.7487231869,0.5596320586,0.662882787,0
509,994,746,0.7505030181,0.56363255,0.6608670213,0
510,978,787,0.8047034765,0.6947784978,0.5936769449,1
511,1076,736,0.6840148699,0.4267125005,0.7294680649,0
512,1043,767,0.7353787152,0.5302392875,0.6776563622,0
513,978,750,0.7668711656,0.6013204342,0.6418010714,1
514,923,710,0.7692307692,0.6068881809,0.6389710664,1
515,1101,739,0.6712079927,0.4031903182,0.7412690675,0
516,1024,746,0.728515625,0.5155316691,0.6850291849,0
517,1034,773,0.747582205,0.5570774797,0.6641692907,0
518,954,742,0.7777777778,0.6273433928,0.6285393611,1
519,1107,794,0.7172538392,0.4919912526,0.6968119762,0
520,975,739,0.7579487179,0.5805748314,0.6523141428,0
521,1019,741,0.7271835132,0.5127088436,0.6864431062,0
522,951,722,0.7592008412,0.5834568977,0.6508564225,0
523,1040,767,0.7375,0.5348411458,0.675347133,0
524,1049,754,0.7187797903,0.4951380588,0.6952378105,0
525,1043,756,0.7248322148,0.5077514798,0.688925439,0
526,952,740,0.7773109244,0.6262144007,0.6291166242,1
527,1087,744,0.6844526219,0.4275322801,0.7290573423,0
528,983,737,0.7497456765,0.5619279661,0.6617260918,0
529,1009,750,0.7433102081,0.547581829,0.6689468847,0
530,916,737,0.8045851528,0.6944720621,0.5938372941,1
531,1043,765,0.7334611697,0.5261021987,0.6797313532,0
532,990,732,0.7393939394,0.5389722385,0.6732730519,0
533,1019,729,0.715407262,0.4882011179,0.6987076996,0
534,966,754,0.7805383023,0.6340469167,0.6251079576,1
535,1038,758,0.7302504817,0.5192234433,0.6831795035,0
536,1023,751,0.734115347,0.5275111533,0.679024784,0
537,995,745,0.7487437186,0.5596780989,0.6628595959,0
538,1003,752,0.7497507478,0.5619393688,0.6617203459,0
539,1026,756,0.7368421053,0.5334110901,0.6760648726,0
540,938,678,0.7228144989,0.5035229884,0.6910421117,0
541,1044,746,0.714559387,0.4864673789,0.6995747869,0
542,947,761,0.8035902851,0.6918991067,0.5951828741,1
543,1057,759,0.7180700095,0.4936726896,0.6959708769,0
544,1069,756,0.7072029935,0.4715969715,0.7070105558,0
545,1010,772,0.7643564356,0.5954242472,0.644793951,0
546,1026,756,0.7368421053,0.5334110901,0.6760648726,0
547,1058,740,0.6994328922,0.4562227024,0.7146982785,0
548,961,718,0.7471383975,0.5560859294,0.6646685001,0
549,1013,763,0.7532082922,0.5697495809,0.6577820829,0
550,1045,754,0.7215311005,0.5008456462,0.6923820268,0
551,1039,744,0.7160731473,0.4895656075,0.6980252487,0
552,1031,763,0.7400581959,0.540426149,0.6725428363,0
553,974,743,0.7628336756,0.591872698,0.6465947598,0
554,965,736,0.7626943005,0.5915483395,0.6467591545,0
555,1055,763,0.7232227488,0.5043766486,0.6906148388,0
556,950,694,0.7305263158,0.5198120371,0.6828845451,0
557,1022,764,0.747553816,0.557014018,0.6642012437,0
558,997,746,0.7482447342,0.5585598876,0.6634228047,0
559,1063,784,0.7375352775,0.5349179002,0.6753086068,0
560,1008,718,0.7123015873,0.4818706479,0.7018735276,0
561,1038,808,0.7784200385,0.6288987889,0.6277437723,1
562,989,757,0.7654196158,0.5979123175,0.6435315158,1
563,1024,735,0.7177734375,0.4930612631,0.6962767355,0
564,987,742,0.7517730496,0.5664988002,0.65942193,0
565,968,725,0.7489669421,0.56017882,0.6626073646,0
566,931,719,0.7722878625,0.6141526991,0.6352727425,1
567,1035,742,0.7169082126,0.4912803605,0.6971675658,0
568,1040,751,0.7221153846,0.5020633617,0.6917726298,0
569,976,770,0.7889344262,0.6547288214,0.6144773967,1
570,986,743,0.7535496957,0.5705246761,0.6573909461,0
571,1050,786,0.7485714286,0.5592918328,0.6630541579,0
572,986,731,0.7413793103,0.5433255429,0.6710862226,0
573,1062,749,0.7052730697,0.4677466001,0.7089357497,0
574,952,743,0.7804621849,0.6338614397,0.6252029894,1
575,1034,739,0.7147001934,0.4867550159,0.6994309355,0
576,989,762,0.7704752275,0.6098384119,0.6374699395,1
577,934,742,0.7944325482,0.6685129488,0.6073523906,1
578,1024,778,0.759765625,0.5847600003,0.6501970433,0
579,1060,748,0.7056603774,0.4685176264,0.7085502324,0
580,1003,746,0.7437686939,0.5485957262,0.66843708,0
581,992,769,0.7752016129,0.6211303344,0.6317139063,1
582,1006,796,0.7912524851,0.6605169969,0.6114895787,1
583,1082,782,0.7227356747,0.503358276,0.6911245507,0
584,1028,762,0.7412451362,0.5430306046,0.6712344211,0
585,990,766,0.7737373737,0.6176173132,0.6335064928,1
586,1019,793,0.7782139352,0.6283993781,0.6279992604,1
587,1089,730,0.6703397612,0.4016277181,0.7420543137,0
588,990,729,0.7363636364,0.5323726521,0.676585985,0
589,957,734,0.7669801463,0.601576833,0.6416708309,1
590,983,751,0.7639877925,0.5945631572,0.6452306975,0
591,1073,752,0.7008387698,0.4589792928,0.7133197171,0
592,996,747,0.75,0.5625,0.6614378278,0
593,988,752,0.7611336032,0.5879243188,0.6485951264,0
594,994,749,0.7535211268,0.5704597884,0.6574236925,0
595,1027,792,0.7711781889,0.6115091371,0.6366193533,1
596,1040,766,0.7365384615,0.532751925,0.6763956643,0
597,1013,759,0.7492596249,0.5608357999,0.6622763883,0
598,1006,752,0.7475149105,0.5569270553,0.664245029,0
599,1028,782,0.7607003891,0.586921004,0.6491031644,0
600,992,744,0.75,0.5625,0.6614378278,0
601,971,742,0.7641606591,0.5949668419,0.6450259584,0
602,981,764,0.7787971458,0.6298132458,0.627275861,1
603,1041,803,0.7713736792,0.6119742995,0.6363824692,1
604,968,742,0.7665289256,0.6005157198,0.6422097836,1
605,1055,777,0.736492891,0.532653045,0.6764452835,0
606,1045,763,0.7301435407,0.5189953648,0.6832937948,0
607,1003,747,0.7447657029,0.5508048339,0.6673260431,0
608,1079,746,0.6913809082,0.4406470682,0.7224904426,0
